订单号,商品编码   ,商品名称              ,销售数量,应收金额 ,实收金额
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),1   ,10.3 ,9.06
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),2   ,20.6 ,18.13
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),1   ,10.3 ,9.2
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),2   ,20.6 ,18.4
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),2   ,20.6 ,18.4
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),2   ,20.6 ,18.4
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),1   ,10.3 ,9.2
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),2   ,20.6 ,18.13
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),2   ,20.6 ,18.13
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),1   ,10.3 ,9.06
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),2   ,20.6 ,18.13
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),2   ,20.6 ,18.4
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),2   ,20.6 ,18.13
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),2   ,20.6 ,18.12
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),2   ,20.6 ,18.4
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),1   ,10.3 ,9.2
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),2   ,20.6 ,18.13
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),2   ,20.6 ,18.13
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),1   ,10.3 ,9.06
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),2   ,20.6 ,18.13
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),2   ,20.6 ,18.13
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),2   ,20.6 ,18.4
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),2   ,20.6 ,18.4
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),1   ,11.8 ,11.8
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),1   ,11.8 ,10.8
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),2   ,23.6 ,21.6
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),2   ,23.6 ,20.77
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),    ,11.8 ,10.8
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),2   ,23.6 ,21.6
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),2   ,23.6 ,20.77
1  ,861458 ,复方利血平氨苯蝶啶片(北京降压0号),2   ,23.6 ,20.77
1  ,861459 ,吲达帕胺片(寿比山)        ,2   ,30   ,27
1  ,861459 ,吲达帕胺片(寿比山)        ,1   ,15   ,13.2
1  ,861459 ,吲达帕胺片(寿比山)        ,1   ,15   ,13.2
1  ,861459 ,吲达帕胺片(寿比山)        ,2   ,30   ,27
1  ,861459 ,吲达帕胺片(寿比山)        ,1   ,15   ,13.5
1  ,861459 ,吲达帕胺片(寿比山)        ,5   ,75   ,67.5
1  ,861459 ,吲达帕胺片(寿比山)        ,3   ,45   ,40.5
1  ,861459 ,吲达帕胺片(寿比山)        ,1   ,15   ,13.5
1  ,861459 ,吲达帕胺片(寿比山)        ,1   ,15   ,13.5
1  ,861459 ,吲达帕胺片(寿比山)        ,2   ,30   ,26.4
1  ,861459 ,吲达帕胺片(寿比山)        ,2   ,30   ,26.4
1  ,861459 ,吲达帕胺片(寿比山)        ,1   ,15   ,13.2
1  ,861459 ,吲达帕胺片(寿比山)        ,1   ,15   ,13.5
1  ,861459 ,吲达帕胺片(寿比山)        ,1   ,15   ,13.5
1  ,861459 ,吲达帕胺片(寿比山)        ,1   ,15   ,13.5
1  ,861459 ,吲达帕胺片(寿比山)        ,2   ,30   ,27
1  ,861459 ,吲达帕胺片(寿比山)        ,1   ,15   ,13.5
1  ,861459 ,吲达帕胺片(寿比山)        ,1   ,15   ,13.2
1  ,861459 ,吲达帕胺片(寿比山)        ,1   ,15   ,13.2
1  ,861459 ,吲达帕胺片(寿比山)        ,2   ,30   ,26.4
1  ,861459 ,吲达帕胺片(寿比山)        ,2   ,30   ,27
1  ,861459 ,吲达帕胺片(寿比山)        ,2   ,30   ,
1  ,861459 ,吲达帕胺片(寿比山)        ,1   ,15   ,13.5
1  ,861459 ,吲达帕胺片(寿比山)        ,33  ,495  ,492
1  ,861459 ,吲达帕胺片(寿比山)        ,1   ,15   ,15
1  ,861459 ,吲达帕胺片(寿比山)        ,2   ,30   ,27
1  ,861459 ,吲达帕胺片(寿比山)        ,1   ,15   ,13.5
1  ,861459 ,吲达帕胺片(寿比山)        ,1   ,15   ,13.2
1  ,861459 ,吲达帕胺片(寿比山)        ,2   ,30   ,27
1  ,861459 ,吲达帕胺片(寿比山)        ,2   ,30   ,27
1  ,861459 ,吲达帕胺片(寿比山)        ,2   ,30   ,27
1  ,861459 ,吲达帕胺片(寿比山)        ,1   ,15   ,13.2
1  ,861459 ,吲达帕胺片(寿比山)        ,1   ,15   ,13.5
1  ,861459 ,吲达帕胺片(寿比山)        ,4   ,60   ,54
1  ,861459 ,吲达帕胺片(寿比山)        ,1   ,15   ,13.5
1  ,861459 ,吲达帕胺片(寿比山)        ,1   ,15   ,13.5
1  ,861459 ,吲达帕胺片(寿比山)        ,2   ,30   ,26.4
1  ,861459 ,吲达帕胺片(寿比山)        ,10  ,150  ,132
1  ,861459 ,吲达帕胺片(寿比山)        ,1   ,15   ,13.5
1  ,861459 ,吲达帕胺片(寿比山)        ,2   ,30   ,27
1  ,861459 ,吲达帕胺片(寿比山)        ,2   ,30   ,27
1  ,861459 ,吲达帕胺片(寿比山)        ,1   ,15   ,13.5
1  ,861459 ,吲达帕胺片(寿比山)        ,1   ,15   ,13.5
1  ,861459 ,吲达帕胺片(寿比山)        ,1   ,15   ,13.5
1  ,861459 ,吲达帕胺片(寿比山)        ,1   ,15   ,13.2
1  ,861459 ,吲达帕胺片(寿比山)        ,2   ,30   ,27
1  ,861459 ,吲达帕胺片(寿比山)        ,1   ,15   ,13.5
1  ,861459 ,吲达帕胺片(寿比山)        ,1   ,15   ,13.5
1  ,861459 ,吲达帕胺片(寿比山)        ,1   ,15   ,13.2
1  ,861459 ,吲达帕胺片(寿比山)        ,1   ,15   ,13.2
1  ,861459 ,吲达帕胺片(寿比山)        ,2   ,30   ,27
1  ,861459 ,吲达帕胺片(寿比山)        ,2   ,30   ,27
1  ,861459 ,吲达帕胺片(寿比山)        ,2   ,30   ,27
1  ,861459 ,吲达帕胺片(寿比山)        ,2   ,30   ,27
1  ,861459 ,吲达帕胺片(寿比山)        ,5   ,75   ,72
1  ,861459 ,吲达帕胺片(寿比山)        ,1   ,15   ,13.5
1  ,861459 ,吲达帕胺片(寿比山)        ,5   ,75   ,67.5
1  ,861459 ,吲达帕胺片(寿比山)        ,2   ,30   ,27
1  ,861459 ,吲达帕胺片(寿比山)        ,2   ,30   ,27
1  ,861459 ,吲达帕胺片(寿比山)        ,10  ,150  ,132
1  ,861459 ,吲达帕胺片(寿比山)        ,1   ,15   ,13.5
1  ,861459 ,吲达帕胺片(寿比山)        ,1   ,15   ,13.5
1  ,861459 ,吲达帕胺片(寿比山)        ,1   ,15   ,13.5
1  ,861459 ,吲达帕胺片(寿比山)        ,1   ,15   ,13.5
1  ,861459 ,吲达帕胺片(寿比山)        ,2   ,30   ,27
1  ,861459 ,吲达帕胺片(寿比山)        ,2   ,30   ,26.4
1  ,861459 ,吲达帕胺片(寿比山)        ,2   ,30   ,
1  ,861459 ,吲达帕胺片(寿比山)        ,2   ,30   ,27
1  ,861459 ,吲达帕胺片(寿比山)        ,2   ,30   ,27
1  ,861459 ,吲达帕胺片(寿比山)        ,1   ,15   ,13.5
1  ,861459 ,吲达帕胺片(寿比山)        ,1   ,15   ,13.5
1  ,861459 ,吲达帕胺片(寿比山)        ,1   ,15   ,13.5
1  ,861459 ,吲达帕胺片(寿比山)        ,1   ,15   ,15
1  ,861459 ,吲达帕胺片(寿比山)        ,1   ,15   ,13.5
1  ,861459 ,吲达帕胺片(寿比山)        ,10  ,150  ,135
1  ,861459 ,吲达帕胺片(寿比山)        ,1   ,15   ,13.5
1  ,861459 ,吲达帕胺片(寿比山)        ,1   ,15   ,13.5
1  ,861459 ,吲达帕胺片(寿比山)        ,2   ,30   ,26.4
1  ,861459 ,吲达帕胺片(寿比山)        ,1   ,15   ,13.5
1  ,861459 ,吲达帕胺片(寿比山)        ,1   ,15   ,13.5
1  ,861459 ,吲达帕胺片(寿比山)        ,2   ,30   ,27
1  ,861459 ,吲达帕胺片(寿比山)        ,1   ,15   ,13.2
1  ,861459 ,吲达帕胺片(寿比山)        ,2   ,30   ,26.4
1  ,861459 ,吲达帕胺片(寿比山)        ,2   ,30   ,27
1  ,861459 ,吲达帕胺片(寿比山)        ,2   ,33   ,29.6
1  ,861459 ,吲达帕胺片(寿比山)        ,1   ,16.5 ,14.8
1  ,861459 ,吲达帕胺片(寿比山)        ,5   ,82.5 ,79.1
1  ,861459 ,吲达帕胺片(寿比山)        ,2   ,33   ,29.6
1  ,861459 ,吲达帕胺片(寿比山)        ,2   ,33   ,29.04
1  ,861459 ,吲达帕胺片(寿比山)        ,2   ,33   ,29.04
1  ,861459 ,吲达帕胺片(寿比山)        ,2   ,33   ,29.04
1  ,861459 ,吲达帕胺片(寿比山)        ,2   ,33   ,29.04
1  ,861459 ,吲达帕胺片(寿比山)        ,4   ,66   ,58.08
1  ,861459 ,吲达帕胺片(寿比山)        ,1   ,16.5 ,14.8
1  ,861459 ,吲达帕胺片(寿比山)        ,2   ,33   ,29.6
1  ,861459 ,吲达帕胺片(寿比山)        ,1   ,16.5 ,14.8
1  ,861459 ,吲达帕胺片(寿比山)        ,2   ,33   ,29.6
1  ,861462 ,珍菊降压片             ,1   ,9.5  ,8.5
1  ,861462 ,珍菊降压片             ,2   ,19   ,17
1  ,861462 ,珍菊降压片             ,1   ,9.5  ,8.5
1  ,861462 ,珍菊降压片             ,10  ,95   ,85
1  ,861462 ,珍菊降压片             ,1   ,9.5  ,8.36
1  ,861462 ,珍菊降压片             ,2   ,19   ,16.72
1  ,861462 ,珍菊降压片             ,1   ,9.5  ,9.5
1  ,861462 ,珍菊降压片             ,1   ,9.5  ,8.5
1  ,861462 ,珍菊降压片             ,2   ,19   ,17
1  ,861462 ,珍菊降压片             ,1   ,9.5  ,8.5
1  ,861462 ,珍菊降压片             ,6   ,57   ,51
1  ,861462 ,珍菊降压片             ,1   ,9.5  ,8.36
1  ,861462 ,珍菊降压片             ,2   ,19   ,
1  ,861462 ,珍菊降压片             ,1   ,9.5  ,8.5
1  ,861462 ,珍菊降压片             ,1   ,9.5  ,8.5
1  ,861462 ,珍菊降压片             ,6   ,57   ,51
1  ,861462 ,珍菊降压片             ,1   ,9.5  ,8.5
1  ,861462 ,珍菊降压片             ,2   ,19   ,16.72
1  ,861462 ,珍菊降压片             ,2   ,19   ,17
1  ,861462 ,珍菊降压片             ,1   ,9.5  ,8.5
1  ,861462 ,珍菊降压片             ,1   ,9.5  ,8.36
1  ,861462 ,珍菊降压片             ,1   ,9.5  ,8.5
1  ,861462 ,珍菊降压片             ,4   ,38   ,34
1  ,861462 ,珍菊降压片             ,1   ,9.5  ,9.5
1  ,861462 ,珍菊降压片             ,4   ,38   ,33.44
1  ,861462 ,珍菊降压片             ,1   ,9.5  ,8.5
1  ,861462 ,珍菊降压片             ,1   ,9.5  ,9.5
1  ,861462 ,珍菊降压片             ,1   ,9.5  ,8.36
1  ,861462 ,珍菊降压片             ,2   ,19   ,16.72
1  ,861462 ,珍菊降压片             ,2   ,19   ,16.72
1  ,861462 ,珍菊降压片             ,2   ,19   ,16.72
1  ,861462 ,珍菊降压片             ,2   ,19   ,16.72
1  ,861462 ,珍菊降压片             ,1   ,9.5  ,8.5
1  ,861462 ,珍菊降压片             ,2   ,19   ,17
1  ,861462 ,珍菊降压片             ,1   ,9.5  ,8.5
1  ,861462 ,珍菊降压片             ,2   ,19   ,16.72
1  ,861462 ,珍菊降压片             ,2   ,19   ,17
1  ,861462 ,珍菊降压片             ,1   ,9.5  ,8.5
1  ,861462 ,珍菊降压片             ,2   ,19   ,16.72
1  ,861462 ,珍菊降压片             ,2   ,19   ,17
1  ,861462 ,珍菊降压片             ,2   ,19   ,16.72
1  ,861462 ,珍菊降压片             ,1   ,9.5  ,8.36
1  ,861462 ,珍菊降压片             ,2   ,19   ,16.72
1  ,861462 ,珍菊降压片             ,1   ,9.5  ,6.5
1  ,861462 ,珍菊降压片             ,1   ,9.5  ,8.5
1  ,861462 ,珍菊降压片             ,2   ,19   ,16.72
1  ,861462 ,珍菊降压片             ,2   ,19   ,16.72
1  ,861462 ,珍菊降压片             ,1   ,9.5  ,8.5
1  ,861462 ,珍菊降压片             ,1   ,9.5  ,8.5
1  ,861462 ,珍菊降压片             ,2   ,19   ,17
1  ,861462 ,珍菊降压片             ,0   ,0    ,0
1  ,861462 ,珍菊降压片             ,2   ,19   ,17
1  ,861462 ,珍菊降压片             ,2   ,19   ,17
1  ,861462 ,珍菊降压片             ,2   ,19   ,17
1  ,861464 ,复方利血平片(复方降压片)     ,1   ,2.5  ,2.2
1  ,861464 ,复方利血平片(复方降压片)     ,4   ,10   ,9.4
1  ,861464 ,复方利血平片(复方降压片)     ,1   ,2.5  ,2.2
1  ,861464 ,复方利血平片(复方降压片)     ,1   ,2.5  ,2.2
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,5    ,4.4
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,5    ,4.4
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,5    ,4.4
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,5    ,4.4
1  ,861464 ,复方利血平片(复方降压片)     ,4   ,10   ,9.4
1  ,861464 ,复方利血平片(复方降压片)     ,1   ,2.5  ,2.2
1  ,861464 ,复方利血平片(复方降压片)     ,1   ,2.5  ,2.2
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,5    ,4.4
1  ,861464 ,复方利血平片(复方降压片)     ,1   ,2.5  ,2.2
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,5    ,4.4
1  ,861464 ,复方利血平片(复方降压片)     ,0   ,0    ,0
1  ,861464 ,复方利血平片(复方降压片)     ,1   ,2.5  ,2.2
1  ,861464 ,复方利血平片(复方降压片)     ,1   ,2.5  ,2.2
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,5    ,3.2
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,5    ,3.2
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,5    ,3.2
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,5    ,3.2
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,5    ,3.2
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,5    ,3.2
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,5    ,3.2
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,5    ,3.2
1  ,861464 ,复方利血平片(复方降压片)     ,1   ,2.5  ,1.6
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,5    ,3.2
1  ,861464 ,复方利血平片(复方降压片)     ,1   ,2.5  ,2.2
1  ,861464 ,复方利血平片(复方降压片)     ,1   ,2.5  ,2.2
1  ,861464 ,复方利血平片(复方降压片)     ,1   ,2.5  ,2.2
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,5    ,4.4
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,5    ,4.4
1  ,861464 ,复方利血平片(复方降压片)     ,1   ,2.5  ,2.2
1  ,861464 ,复方利血平片(复方降压片)     ,1   ,2.5  ,2.2
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,5    ,4.4
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,5    ,4.4
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,5    ,4.4
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,5    ,4.4
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,5    ,4.4
1  ,861464 ,复方利血平片(复方降压片)     ,5   ,12.5 ,11.9
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.6
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.6
1  ,861464 ,复方利血平片(复方降压片)     ,1   ,3    ,2.8
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.28
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.28
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.28
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.6
1  ,861464 ,复方利血平片(复方降压片)     ,1   ,3    ,2.8
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.6
1  ,861464 ,复方利血平片(复方降压片)     ,1   ,3    ,2.8
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.28
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.28
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.28
1  ,861464 ,复方利血平片(复方降压片)     ,1   ,3    ,2.8
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.6
1  ,861464 ,复方利血平片(复方降压片)     ,1   ,3    ,2.8
1  ,861464 ,复方利血平片(复方降压片)     ,1   ,3    ,2.8
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.6
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.6
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.6
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.6
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.28
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.6
1  ,861464 ,复方利血平片(复方降压片)     ,1   ,3    ,2.8
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.6
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.6
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.6
1  ,861464 ,复方利血平片(复方降压片)     ,1   ,3    ,2.8
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.6
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.6
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.6
1  ,861464 ,复方利血平片(复方降压片)     ,1   ,3    ,2.8
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.28
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.28
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.6
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.6
1  ,861464 ,复方利血平片(复方降压片)     ,1   ,3    ,2.8
1  ,861464 ,复方利血平片(复方降压片)     ,1   ,3    ,2.8
1  ,861464 ,复方利血平片(复方降压片)     ,1   ,3    ,2.8
1  ,861464 ,复方利血平片(复方降压片)     ,1   ,3    ,2.8
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.28
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.28
1  ,861464 ,复方利血平片(复方降压片)     ,1   ,3    ,2.64
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.28
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.28
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.6
1  ,861464 ,复方利血平片(复方降压片)     ,1   ,3    ,2.8
1  ,861464 ,复方利血平片(复方降压片)     ,1   ,3    ,2.8
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.6
1  ,861464 ,复方利血平片(复方降压片)     ,1   ,3    ,2.8
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.6
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.28
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.28
1  ,861464 ,复方利血平片(复方降压片)     ,1   ,3    ,2.64
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.28
1  ,861464 ,复方利血平片(复方降压片)     ,1   ,3    ,2.64
1  ,861464 ,复方利血平片(复方降压片)     ,1   ,3    ,2.8
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.6
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.6
1  ,861464 ,复方利血平片(复方降压片)     ,1   ,3    ,2.8
1  ,861464 ,复方利血平片(复方降压片)     ,1   ,3    ,2.8
1  ,861464 ,复方利血平片(复方降压片)     ,1   ,3    ,2.8
1  ,861464 ,复方利血平片(复方降压片)     ,1   ,3    ,2.8
1  ,861464 ,复方利血平片(复方降压片)     ,1   ,3    ,2.8
1  ,861464 ,复方利血平片(复方降压片)     ,1   ,3    ,2.8
1  ,861464 ,复方利血平片(复方降压片)     ,1   ,3    ,2.8
1  ,861464 ,复方利血平片(复方降压片)     ,1   ,3    ,2.8
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.28
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.28
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.28
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.6
1  ,861464 ,复方利血平片(复方降压片)     ,1   ,3    ,2.8
1  ,861464 ,复方利血平片(复方降压片)     ,1   ,3    ,2.8
1  ,861464 ,复方利血平片(复方降压片)     ,1   ,3    ,2.8
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.6
1  ,861464 ,复方利血平片(复方降压片)     ,1   ,3    ,2.8
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.6
1  ,861464 ,复方利血平片(复方降压片)     ,1   ,3    ,2.8
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.6
1  ,861464 ,复方利血平片(复方降压片)     ,5   ,15   ,15
1  ,861464 ,复方利血平片(复方降压片)     ,1   ,3    ,2.64
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.28
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.28
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.28
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.28
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.28
1  ,861464 ,复方利血平片(复方降压片)     ,1   ,3    ,2.64
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.28
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.28
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.28
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.6
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.6
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.6
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.6
1  ,861464 ,复方利血平片(复方降压片)     ,1   ,3    ,2.8
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.6
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.6
1  ,861464 ,复方利血平片(复方降压片)     ,1   ,3    ,2.8
1  ,861464 ,复方利血平片(复方降压片)     ,1   ,3    ,2.8
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.6
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,6
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.6
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.28
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.28
1  ,861464 ,复方利血平片(复方降压片)     ,1   ,3    ,2.64
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.28
1  ,861464 ,复方利血平片(复方降压片)     ,1   ,3    ,2.8
1  ,861464 ,复方利血平片(复方降压片)     ,1   ,3    ,2.8
1  ,861464 ,复方利血平片(复方降压片)     ,1   ,3    ,2.8
1  ,861464 ,复方利血平片(复方降压片)     ,1   ,3    ,2.8
1  ,861464 ,复方利血平片(复方降压片)     ,1   ,3    ,2.8
1  ,861464 ,复方利血平片(复方降压片)     ,1   ,3    ,2.8
1  ,861464 ,复方利血平片(复方降压片)     ,1   ,3    ,2.8
1  ,861464 ,复方利血平片(复方降压片)     ,1   ,3    ,2.8
1  ,861464 ,复方利血平片(复方降压片)     ,1   ,3    ,2.8
1  ,861464 ,复方利血平片(复方降压片)     ,1   ,3    ,2.64
1  ,861464 ,复方利血平片(复方降压片)     ,1   ,3    ,2.8
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.28
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.28
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.6
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.6
1  ,861464 ,复方利血平片(复方降压片)     ,1   ,3    ,2.8
1  ,861464 ,复方利血平片(复方降压片)     ,5   ,15   ,14.6
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.6
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.6
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.28
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.28
1  ,861464 ,复方利血平片(复方降压片)     ,1   ,3    ,2.64
1  ,861464 ,复方利血平片(复方降压片)     ,1   ,3    ,2.64
1  ,861464 ,复方利血平片(复方降压片)     ,1   ,3    ,2.64
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.28
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.28
1  ,861464 ,复方利血平片(复方降压片)     ,1   ,3    ,2.64
1  ,861464 ,复方利血平片(复方降压片)     ,1   ,3    ,2.8
1  ,861464 ,复方利血平片(复方降压片)     ,1   ,3    ,2.8
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.6
1  ,861464 ,复方利血平片(复方降压片)     ,1   ,3    ,2.8
1  ,861464 ,复方利血平片(复方降压片)     ,1   ,3    ,2.8
1  ,861464 ,复方利血平片(复方降压片)     ,3   ,9    ,8.6
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.6
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.28
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.6
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.6
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.6
1  ,861464 ,复方利血平片(复方降压片)     ,1   ,3    ,2.8
1  ,861464 ,复方利血平片(复方降压片)     ,3   ,9    ,8.6
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.6
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.6
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.28
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.28
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.28
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.28
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.28
1  ,861464 ,复方利血平片(复方降压片)     ,1   ,3    ,2.8
